Time[s], Channel 0
0.000000000000000, 1
0.000088780000000, 0
0.000088800000000, 1
0.000088890000000, 0
0.000106830000000, 1
0.000205980000000, 0
0.000291990000000, 1
0.000316410000000, 0
0.000365230000000, 1
0.000689930000000, 0
0.000795090000000, 1
0.001235400000000, 0
0.001294700000000, 1
0.001757760000000, 0
0.001757770000000, 1
0.001757860000000, 0
0.001778810000000, 1
0.001778820000000, 0
0.001778950000000, 1
0.001857700000000, 0
0.001899830000000, 1
0.002317640000000, 0
0.002478000000000, 1
0.002559270000000, 0
0.002577140000000, 1
0.002914410000000, 0
0.002972070000000, 1
0.003469850000000, 0
0.003630810000000, 1
0.004011610000000, 0
0.004167290000000, 1
0.004569970000000, 0
0.004650180000000, 1
0.005034780000000, 0
0.005172920000000, 1
0.005672300000000, 0
0.005732130000000, 1
0.006227940000000, 0
0.006344190000000, 1
0.006561530000000, 0
0.006580880000000, 1
0.007174310000000, 0
0.007304210000000, 1
0.007764420000000, 0
0.007774530000000, 1
0.008705820000000, 0
0.008840350000000, 1
0.009320460000000, 0
0.009425290000000, 1
0.009760860000000, 0
0.009962780000000, 1
0.010223750000000, 0
0.010223760000000, 1
0.010223780000000, 0
0.010523170000000, 1
0.010762460000000, 0
0.010771310000000, 1
0.010801100000000, 0
0.010981830000000, 1
0.011199920000000, 0
0.011244080000000, 1
0.011261170000000, 0
0.011377670000000, 1
0.011576730000000, 0
0.011655520000000, 1
0.011678990000000, 0
0.011761830000000, 1
0.012230020000000, 0
0.012328230000000, 1
0.012654580000000, 0
0.012791470000000, 1
0.013286320000000, 0
0.013342940000000, 1
0.013673680000000, 0
0.013709810000000, 1
0.013778520000000, 0
0.013798890000000, 1
0.013823520000000, 0
0.013879720000000, 1
0.014258230000000, 0
0.014429540000000, 1
0.014769710000000, 0
0.014966450000000, 1
0.015279960000000, 0
0.015458670000000, 1
0.015821700000000, 0
0.015980780000000, 1
0.016337420000000, 0
0.016524780000000, 1
0.016890520000000, 0
0.017035710000000, 1
0.017401800000000, 0
0.017515110000000, 1
0.017931450000000, 0
0.018020410000000, 1
0.018422670000000, 0
0.018604130000000, 1
0.018978190000000, 0
0.019179620000000, 1
0.019524190000000, 0
0.019718880000000, 1
0.020384830000000, 0
0.020447740000000, 1
0.020447750000000, 0
0.020447780000000, 1
0.020494560000000, 0
0.020771290000000, 1
0.021028590000000, 0
0.021307810000000, 1
0.021563500000000, 0
0.021833290000000, 1
0.022066900000000, 0
0.022279110000000, 1
0.022552100000000, 0
0.022633320000000, 1
0.023792160000000, 0
0.023923120000000, 1
0.023955820000000, 0
0.023955880000000, 1
0.023955900000000, 0
0.024160060000000, 1
0.025311150000000, 0
0.025682210000000, 1
0.026077650000000, 0
0.027206110000000, 1
0.028355940000000, 0
0.028728390000000, 1
0.029877000000000, 0
0.030256580000000, 1
0.030639050000000, 0
0.031776480000000, 1
0.032918650000000, 0
0.033300860000000, 1
0.033683350000000, 0
0.034821270000000, 1
0.035963160000000, 0
0.036343660000000, 1
0.036725780000000, 0
0.037867200000000, 1
0.038248450000000, 0
0.039389860000000, 1
0.039771520000000, 0
0.040911790000000, 1
0.041293120000000, 0
0.042434500000000, 1
0.043573200000000, 0
0.043959370000000, 1
0.044336360000000, 0
0.045480890000000, 1
0.046618060000000, 0
0.047006040000000, 1
0.047382150000000, 0
0.048526060000000, 1
0.048903510000000, 0
0.050049710000000, 1
0.051184620000000, 0
0.051572720000000, 1
0.051947060000000, 0
0.053093590000000, 1
0.053469960000000, 0
0.054617630000000, 1
0.054992920000000, 0
0.056141720000000, 1
0.056515020000000, 0
0.057661810000000, 1
0.058037510000000, 0
0.059190270000000, 1
0.059564860000000, 0
0.061846670000000, 1
0.062982100000000, 0
0.063373850000000, 1
0.064503940000000, 0
0.064896420000000, 1
0.065265430000000, 0
0.066418930000000, 1
0.067546840000000, 0
0.067941020000000, 1
0.067941030000000, 0
0.067941060000000, 1
0.069069400000000, 0
0.069470680000000, 1
0.069833810000000, 0
0.070986750000000, 1
0.072114880000000, 0
0.072509880000000, 1
0.072877920000000, 0
0.074034610000000, 1
0.075159370000000, 0
0.075557200000000, 1
0.075922160000000, 0
0.077078850000000, 1
0.077446680000000, 0
0.078599670000000, 1
0.078969670000000, 0
0.080121520000000, 1
0.080491310000000, 0
0.081644460000000, 1
0.082764480000000, 0
0.082977990000000, 1
0.083042990000000, 0
0.083162700000000, 1
0.083534690000000, 0
0.084690720000000, 1
0.085813020000000, 0
0.086211880000000, 1
0.086583740000000, 0
0.087734250000000, 1
0.088103640000000, 0
0.089255850000000, 1
0.090383330000000, 0
0.090778970000000, 1
0.091145250000000, 0
0.092301720000000, 1
0.092667090000000, 0
0.093827570000000, 1
0.094189560000000, 0
0.095348710000000, 1
0.095712850000000, 0
0.096868730000000, 1
0.097236080000000, 0
0.098397320000000, 1
0.098763040000000, 0
0.101054040000000, 1
0.102179490000000, 0
0.102577610000000, 1
0.103701930000000, 0
0.104100350000000, 1
0.104465290000000, 0
0.105622770000000, 1
0.106746360000000, 0
0.107144270000000, 1
0.108269230000000, 0
0.108669540000000, 1
0.109030780000000, 0
0.110189690000000, 1
0.111312940000000, 0
0.111714110000000, 1
0.111714120000000, 0
0.111714190000000, 1
0.112075920000000, 0
0.113236040000000, 1
0.114357400000000, 0
0.114758370000000, 1
0.115120680000000, 0
0.116282470000000, 1
0.116642680000000, 0
0.117804950000000, 1
0.118164570000000, 0
0.119326270000000, 1
0.119688410000000, 0
0.120850040000000, 1
0.121969860000000, 0
0.122368770000000, 1
0.122733420000000, 0
0.123890610000000, 1
0.125013960000000, 0
0.125413490000000, 1
0.125777530000000, 0
0.126940360000000, 1
0.127299230000000, 0
0.128458270000000, 1
0.129581110000000, 0
0.129982990000000, 1
0.130343600000000, 0
0.131503870000000, 1
0.131866670000000, 0
0.133026010000000, 1
0.133389250000000, 0
0.133389270000000, 1
0.133389280000000, 0
0.134548570000000, 1
0.134911500000000, 0
0.136071060000000, 1
0.136433680000000, 0
0.137602720000000, 1
0.137963320000000, 0
0.140256840000000, 1
0.141378410000000, 0
0.141779650000000, 1
0.142900410000000, 0
0.143300780000000, 1
0.143662980000000, 0
0.144825400000000, 1
0.145945400000000, 0
0.146350020000000, 1
0.147467380000000, 0
0.147871040000000, 1
0.148230140000000, 0
0.149392440000000, 1
0.150512010000000, 0
0.150913440000000, 1
0.151274410000000, 0
0.151274420000000, 1
0.151274430000000, 0
0.152438000000000, 1
0.153555950000000, 0
0.153959670000000, 1
0.154318170000000, 0
0.155482130000000, 1
0.155841730000000, 0
0.157004580000000, 1
0.157364270000000, 0
0.158525870000000, 1
0.158887010000000, 0
0.160048560000000, 1
0.161167840000000, 0
0.161571500000000, 1
0.161930730000000, 0
0.163092690000000, 1
0.164212010000000, 0
0.164614760000000, 1
0.164975160000000, 0
0.166138800000000, 1
0.166497560000000, 0
0.167657940000000, 1
0.168778430000000, 0
0.169184350000000, 1
0.169541610000000, 0
0.170704450000000, 1
0.171063870000000, 0
0.172227620000000, 1
0.172586460000000, 0
0.173749600000000, 1
0.174108490000000, 0
0.174108510000000, 1
0.174108550000000, 0
0.175271950000000, 1
0.175631670000000, 0
0.176799530000000, 1
0.179822540000000, 0
0.186986540000000, 1
0.187981560000000, 0
0.188512670000000, 1
0.189507430000000, 0
0.190037580000000, 1
0.190526070000000, 0
0.191563580000000, 1
0.191563600000000, 0
0.191563620000000, 1
0.192559990000000, 0
0.193089300000000, 1
0.194085370000000, 0
0.194617040000000, 1
0.195104560000000, 0
0.196146420000000, 1
0.197137820000000, 0
0.197669930000000, 1
0.198156520000000, 0
0.199196820000000, 1
0.200190620000000, 0
0.200726990000000, 1
0.201209470000000, 0
0.202249280000000, 1
0.202736330000000, 0
0.203774720000000, 1
0.204263220000000, 0
0.205304190000000, 1
0.205789670000000, 0
0.206830240000000, 1
0.207822840000000, 0
0.208357290000000, 1
0.208842550000000, 0
0.209884580000000, 1
0.210876960000000, 0
0.211410530000000, 1
0.211896230000000, 0
0.212936570000000, 1
0.213423100000000, 0
0.214463780000000, 1
0.215457490000000, 0
0.215992010000000, 1
0.216476650000000, 0
0.217516000000000, 1
0.218003960000000, 0
0.219044970000000, 1
0.219530260000000, 0
0.220570790000000, 1
0.221056490000000, 0
0.222099310000000, 1
0.222583690000000, 0
0.223632540000000, 1
0.226651840000000, 0
0.233816760000000, 1
0.234811450000000, 0
0.235344560000000, 1
0.236338100000000, 0
0.236870310000000, 1
0.237356840000000, 0
0.238397620000000, 1
0.239391350000000, 0
0.239926700000000, 1
0.240917170000000, 0
0.241450780000000, 1
0.241936310000000, 0
0.242976380000000, 1
0.243971740000000, 0
0.244502350000000, 1
0.244991150000000, 0
0.246032580000000, 1
0.247025280000000, 0
0.247557890000000, 1
0.248043630000000, 0
0.249086590000000, 1
0.249569850000000, 0
0.250612740000000, 1
0.251096660000000, 0
0.252138770000000, 1
0.252623080000000, 0
0.253665520000000, 1
0.254657840000000, 0
0.255191380000000, 1
0.255676860000000, 0
0.256722870000000, 1
0.257711650000000, 0
0.258245480000000, 1
0.258730680000000, 0
0.259772020000000, 1
0.260257990000000, 0
0.261299450000000, 1
0.262291170000000, 0
0.262825970000000, 1
0.263310600000000, 0
0.264356280000000, 1
0.264837420000000, 0
0.265882330000000, 1
0.266364670000000, 0
0.267405160000000, 1
0.267892230000000, 0
0.268935130000000, 1
0.269418990000000, 0
0.270469570000000, 1
0.273486620000000, 0
0.280652690000000, 1
0.281647740000000, 0
0.282180650000000, 1
0.283174340000000, 0
0.283705560000000, 1
0.284192920000000, 0
0.285235180000000, 1
0.286227220000000, 0
0.286766750000000, 1
0.287763280000000, 0
0.288290760000000, 1
0.288769210000000, 0
0.289813090000000, 1
0.290810550000000, 0
0.291340520000000, 1
0.291827530000000, 0
0.292868170000000, 1
0.293859300000000, 0
0.294395580000000, 1
0.294877790000000, 0
0.295921370000000, 1
0.296405160000000, 0
0.297449610000000, 1
0.297932620000000, 0
0.298974120000000, 1
0.299459800000000, 0
0.300499920000000, 1
0.301495670000000, 0
0.302026930000000, 1
0.302514430000000, 0
0.303554440000000, 1
0.304548680000000, 0
0.305082590000000, 1
0.305567620000000, 0
0.306608170000000, 1
0.307094260000000, 0
0.308135290000000, 1
0.309128110000000, 0
0.309664380000000, 1
0.310147120000000, 0
0.311188820000000, 1
0.311674120000000, 0
0.312717260000000, 1
0.313201250000000, 0
0.314244180000000, 1
0.314728490000000, 0
0.315769430000000, 1
0.316255410000000, 0
0.317303700000000, 1
0.320322670000000, 0
0.327489860000000, 1
0.328483940000000, 0
0.329017320000000, 1
0.330010660000000, 0
0.330544940000000, 1
0.331029660000000, 0
0.332071260000000, 1
0.333063900000000, 0
0.333597660000000, 1
0.334591140000000, 0
0.334591150000000, 1
0.334591200000000, 0
0.335124700000000, 1
0.335609440000000, 0
0.336652370000000, 1
0.337644220000000, 0
0.338178060000000, 1
0.338663180000000, 0
0.339703630000000, 1
0.340697350000000, 0
0.341232360000000, 1
0.341716180000000, 0
0.342760430000000, 1
0.343243450000000, 0
0.344285940000000, 1
0.344770300000000, 0
0.345812140000000, 1
0.346297690000000, 0
0.347340300000000, 1
0.348332780000000, 0
0.348870260000000, 1
0.349351520000000, 0
0.350392560000000, 1
0.351385920000000, 0
0.351919680000000, 1
0.352404250000000, 0
0.352404260000000, 1
0.352404270000000, 0
0.353446750000000, 1
0.353931660000000, 0
0.354977690000000, 1
0.355967950000000, 0
0.356502640000000, 1
0.356986690000000, 0
0.358027210000000, 1
0.358511150000000, 0
0.359552970000000, 1
0.360037330000000, 0
0.361081100000000, 1
0.361564190000000, 0
0.362607860000000, 1
0.363091650000000, 0
0.393702980000000, 1
0.393745880000000, 0
0.420367930000000, 1
0.420423340000000, 0
0.421126750000000, 1
0.421157000000000, 0
0.436316130000000, 1
0.436395870000000, 0
0.437027620000000, 1
0.437064800000000, 0
